001 The Alternative Rock Wedding Cocktail Hour,,,,
 22 (Taylor's Version)- Taylor Swift ,22 (Taylor's Version),Taylor Swift,,
This Love (Taylor's Version)- Taylor Swift ,This Love (Taylor's Version),Taylor Swift,,
I Know Places (Taylor's Version)- Taylor Swift ,I Know Places (Taylor's Version),Taylor Swift,,
Don't Blame Me- Taylor Swift ,Don't Blame Me,Taylor Swift,,
King Of My Heart- Taylor Swift ,King Of My Heart,Taylor Swift,,
End Game- Taylor Swift ,End Game,Taylor Swift,,
I Think He Knows- Taylor Swift ,I Think He Knows,Taylor Swift,,
Lover- Taylor Swift ,Lover,Taylor Swift,,
willow- Taylor Swift ,willow,Taylor Swift,,
august- Taylor Swift ,august,Taylor Swift,,
Lavender Haze- Taylor Swift ,Lavender Haze,Taylor Swift,,
Glitch- Taylor Swift ,Glitch,Taylor Swift,,
,,,,
135 The Billy Joel Wedding Cocktail Hour,,,,
 Keeping the Faith- Billy Joel ,Keeping the Faith,Billy Joel,,
 Leave a Tender Moment Alone- Billy Joel ,Leave a Tender Moment Alone,Billy Joel,,
 Vienna- Billy Joel ,Vienna,Billy Joel,,
 Scenes from an Italian Restaurant- Billy Joel ,Scenes from an Italian Restaurant,Billy Joel,,
" Summer, Highland Falls- Billy Joel ","Summer, Highland Falls",Billy Joel,,
 The Downeaster 'Alexa'- Billy Joel ,The Downeaster 'Alexa',Billy Joel,,
 You're My Home- Billy Joel ,You're My Home,Billy Joel,,
 The Ballad of Billy the Kid- Billy Joel ,The Ballad of Billy the Kid,Billy Joel,,
 New York State of Mind- Billy Joel ,New York State of Mind,Billy Joel,,
 Baby Grand (with Ray Charles)- Billy Joel ,Baby Grand (with Ray Charles),Billy Joel,,
 Root Beer Rag- Billy Joel ,Root Beer Rag,Billy Joel,,
 The Stranger- Billy Joel ,The Stranger,Billy Joel,,
 Zanzibar- Billy Joel ,Zanzibar,Billy Joel,,
 The Longest Time- Billy Joel ,The Longest Time,Billy Joel,,
 Uptown Girl- Billy Joel ,Uptown Girl,Billy Joel,,
 Piano Man- Billy Joel ,Piano Man,Billy Joel,,
,,,,
136 The Acoustic EDM Wedding Cocktail Hour (Volume 1),,,,
Sweet Nothing-Maria Z,Sweet Nothing,Maria Z,,
Lullaby (Acoustic)-Sigala,Lullaby (Acoustic),Sigala,,
Surrender (Acoustic)-Cash Cash,Surrender (Acoustic),Cash Cash,,
Shadows (Acoustic)-Seven Lions,Shadows (Acoustic),Seven Lions,,
Woke Up in Love (Acoustic)-Kygo,Woke Up in Love (Acoustic),Kygo,,
Call Me A Spaceman (Unplugged Version)-Hardwell,Call Me A Spaceman (Unplugged Version),Hardwell,,
Something Just Like This-Missy & Blonde,Something Just Like This,Missy & Blonde,,
Clarity (Zedd Union Mix)-Zedd,Clarity (Zedd Union Mix),Zedd,,
More Than You Know (Acoustic)-Axwell /\ Ingrosso,More Than You Know (Acoustic),Axwell /\ Ingrosso,,
Stay (Acoustic)-Zedd,Stay (Acoustic),Zedd,,
Latch (Acoustic)-Sam Smith,Latch (Acoustic),Sam Smith,,
Let Me Love You (Andrew Watt Acoustic Remix)-DJ Snake,Let Me Love You (Andrew Watt Acoustic Remix),DJ Snake,,
Whistle (Acoustic)-Jax Jones,Whistle (Acoustic),Jax Jones,,
Prayer in C-Beth,Prayer in C,Beth,,
Ten Feet Tall (Acoustic)-Corey Gray,Ten Feet Tall (Acoustic),Corey Gray,,
Rise (Acoustic)-Jonas Blue,Rise (Acoustic),Jonas Blue,,
Only You (Acoustic)-Little Mix,Only You (Acoustic),Little Mix,,
Born to Be Yours-Daniel Robinson,Born to Be Yours,Daniel Robinson,,
,,,,
137 The Fresh Takes Wedding Cocktail Hour (Volume 1),,,,
Hotel California-Besomage,Hotel California,Besomage,,
Twist and Shout-Adam BÃ¼,Twist and Shout,Adam BÃ¼,,
Down Under (Remix)-Mauricio Cury,Down Under (Remix),Mauricio Cury,,
She Don't Know She's Beautiful-Sammy Kershaw,She Don't Know She's Beautiful,Sammy Kershaw,,
Brown Eyed Girl-Rolipso,Brown Eyed Girl,Rolipso,,
Dreams-The Him,Dreams,The Him,,
You Belong with Me-Sam Smyers,You Belong with Me,Sam Smyers,,
A Thousand Miles-Damn Hot,A Thousand Miles,Damn Hot,,
What Do You Mean?-Braaheim,What Do You Mean?,Braaheim,,
Riptide-TWOPILOTS,Riptide,TWOPILOTS,,
Dancing in the Dark-LÃ˜LÃ˜,Dancing in the Dark,LÃ˜LÃ˜,,
You Can Call Me Al-Murph & Petch f. Livingstone ,You Can Call Me Al,Murph & Petch f. Livingstone,,
(What A) Wonderful World-Patrick Metzker,(What A) Wonderful World,Patrick Metzker,,
Boys of Summer-CALEIDESCOPE,Boys of Summer,CALEIDESCOPE,,
Lovely Day-Syn Cole,Lovely Day,Syn Cole,,
Everywhere (feat. Melinda Jackson) [Radio Edit]-Moustache,Everywhere (feat. Melinda Jackson) [Radio Edit],Moustache,,
Falling Stars (2022)-Pink Panda,Falling Stars (2022),Pink Panda,,
Buy U a Drank-Teddy Beats,Buy U a Drank,Teddy Beats,,
Put Your Records On-Sud,Put Your Records On,Sud,,
Follow Me-Rufus Palma,Follow Me,Rufus Palma,,
Meet Me at Our Spot (Dance Remix)-The Remix Guys,Meet Me at Our Spot (Dance Remix),The Remix Guys,,
Save Tonight-Braaheim,Save Tonight,Braaheim,,
,,,,
138 The Lounging Around Wedding Cocktail Hour (Volume 1),,,,
Happy (Swing Version)-Giuliano Ligabue ,Happy (Swing Version),Giuliano Ligabue,,
I Want It That Way (Bossa Nova)-de$ mondo ,I Want It That Way (Bossa Nova),de$ mondo,,
Don't Worry Be Happy-Bebo Best & The Super Lounge Orchestra ,Don't Worry Be Happy,Bebo Best & The Super Lounge Orchestra,,
Poker Face-Scott Bradlee's Postmodern Jukebox ,Poker Face,Scott Bradlee's Postmodern Jukebox,,
Don't Let Me Down-Stella Starlight Trio ,Don't Let Me Down,Stella Starlight Trio,,
Dancing in the Dark-Part Time Heroes ,Dancing in the Dark,Part Time Heroes,,
Wonderwall-The Cooltrane Quartet ,Wonderwall,The Cooltrane Quartet,,
All of the Lights-Hackney Colliery Band ,All of the Lights,Hackney Colliery Band,,
Smells Like Teen Spirit-Ituana ,Smells Like Teen Spirit,Ituana,,
Killing Me Softly-2Play ,Killing Me Softly,2Play,,
Something Just Like This (Bossa Mix)-Purple Sparks ,Something Just Like This (Bossa Mix),Purple Sparks,,
I Wanna Dance with Somebody (Who Loves Me)-Meg Birch ,I Wanna Dance with Somebody (Who Loves Me),Meg Birch,,
Higher Love (Instrumental)-Smooth Jazz All Stars ,Higher Love (Instrumental),Smooth Jazz All Stars,,
Valerie-Nora & Will ,Valerie,Nora & Will,,
Come Together-Sugarpie And The Candymen ,Come Together,Sugarpie And The Candymen,,
Jump-Paul Anka ,Jump,Paul Anka,,
My Sharona-Papik ,My Sharona,Papik,,
,,,,
139 The Acoustic EDM Wedding Cocktail Hour (Volume 2),,,,
Stay (Acoustic)-Kaiak ,Stay (Acoustic),Kaiak,,
Clarity-Natty Bong ,Clarity,Natty Bong,,
Take Me Home (feat. Bebe Rexha) (Acoustic)-Cash Cash ,Take Me Home (feat. Bebe Rexha) (Acoustic),Cash Cash,,
Don't You Worry Child (Acoustic Version)-Swedish House Mafia ,Don't You Worry Child (Acoustic Version),Swedish House Mafia,,
Pump up the Jam-Francoise Sanders ,Pump up the Jam,Francoise Sanders,,
Wake Me Up (Acoustic)-Aloe Blacc ,Wake Me Up (Acoustic),Aloe Blacc,,
I Could Be The One [Avicii vs Nicky Romero] (Noonie Bao Acoustic Mix)-Avicii ,I Could Be The One [Avicii vs Nicky Romero] (Noonie Bao Acoustic Mix),Avicii,,
Cold Water-TELYKAST ,Cold Water,TELYKAST,,
Where Are You Now (Acoustic)-Lost Frequencies ,Where Are You Now (Acoustic),Lost Frequencies,,
Closer (Acoustic Version) [feat. Cappa]-Landon Austin ,Closer (Acoustic Version) [feat. Cappa],Landon Austin,,
Where Are Ãœ Now (with Justin Bieber) (Ember Island Remix)-Jack Ãœ ,Where Are Ãœ Now (with Justin Bieber) (Ember Island Remix),Jack Ãœ,,
Break Free-Beth ,Break Free,Beth,,
Fast Car (Acoustic)-Jonas Blue ,Fast Car (Acoustic),Jonas Blue,,
I Love It-Fabio Cadore ,I Love It,Fabio Cadore,,
Get Lucky-Karen Souza ,Get Lucky,Karen Souza,,
Sway My Way (Acoustic)-R3HAB ,Sway My Way (Acoustic),R3HAB,,
Rather Be (Acoustic Version)-Matt Johnson ,Rather Be (Acoustic Version),Matt Johnson,,
Ferrari (Acoustic)-James Hype ,Ferrari (Acoustic),James Hype,,
Something Just Like This (Acoustic)-We Rabbitz ,Something Just Like This (Acoustic),We Rabbitz,,
All Comes Back To You (Acoustic)-R3HAB ,All Comes Back To You (Acoustic),R3HAB,,
,,,,
140 The 90s Rock Wedding Cocktail Hour,,,,
All The Small Things-blink-182 ,All The Small Things,blink-182,,
Wonderwall-Oasis ,Wonderwall,Oasis,,
Good-Better Than Ezra ,Good,Better Than Ezra,,
Roll To Me-Del Amitri ,Roll To Me,Del Amitri,,
When I Come Around-Green Day ,When I Come Around,Green Day,,
Mr. Jones-Counting Crows ,Mr. Jones,Counting Crows,,
One Week-Barenaked Ladies ,One Week,Barenaked Ladies,,
Big Me-Foo Fighters ,Big Me,Foo Fighters,,
The Way-Fastball ,The Way,Fastball,,
Shiny Happy People-R.E.M. ,Shiny Happy People,R.E.M.,,
Breakfast At Tiffany's-Deep Blue Something ,Breakfast At Tiffany's,Deep Blue Something,,
Wild Night-John Mellencamp ,Wild Night,John Mellencamp,,
Closer to Free-BoDeans ,Closer to Free,BoDeans,,
Little Miss Can't Be Wrong-Spin Doctors ,Little Miss Can't Be Wrong,Spin Doctors,,
Hey Jealousy-Gin Blossoms ,Hey Jealousy,Gin Blossoms,,
Slide-The Goo Goo Dolls ,Slide,The Goo Goo Dolls,,
Life Is A Highway-Tom Cochrane ,Life Is A Highway,Tom Cochrane,,
The Rascal King-The Mighty Mighty Bosstones ,The Rascal King,The Mighty Mighty Bosstones,,
,,,,
141 The Hidden Gems Wedding Cocktail Hour (Volume 1),,,,
dancing in the kitchen-LANY,dancing in the kitchen,LANY,,
Just Like Paradise-O.A.R.,Just Like Paradise,O.A.R.,,
Butterflies (Jean Tonique Remix)-MAX/Ali Gatie,Butterflies (Jean Tonique Remix),MAX/Ali Gatie,,
Fred Astaire-Jukebox The Ghost,Fred Astaire,Jukebox The Ghost,,
Keeper-Patent Pending,Keeper,Patent Pending,,
6's to 9's (CAZZETTE Remix)-Big Wild,6's to 9's (CAZZETTE Remix),Big Wild,,
Comeback Kid-New Politics,Comeback Kid,New Politics,,
Fire In Your House (feat. Johnny Clegg & Jesse Clegg)-Walk The Moon,Fire In Your House (feat. Johnny Clegg & Jesse Clegg),Walk The Moon,,
Every Little Thing (Ruffian Remix)-Russell Dickerson,Every Little Thing (Ruffian Remix),Russell Dickerson,,
Honeypie-JAWNY,Honeypie,JAWNY,,
Vibe-Fluorescents,Vibe,Fluorescents,,
Imagine (TiÃ«sto Remix)-Ben Platt,Imagine (TiÃ«sto Remix),Ben Platt,,
Parachute (feat. Sincerely Collins)-Alwz Snny/Sincerely Collins,Parachute (feat. Sincerely Collins),Alwz Snny/Sincerely Collins,,
Blonde-Glades,Blonde,Glades,,
Top of the World-Greek Fire,Top of the World,Greek Fire,,
Where I Belong (feat. We The Kings)-Simple Plan/State Champs/We The Kings,Where I Belong (feat. We The Kings),Simple Plan/State Champs/We The Kings,,
Hidden Colors-Broadside,Hidden Colors,Broadside,,
All Eyes On Us-Jon Langston,All Eyes On Us,Jon Langston,,
Lucky Me (feat. Great Good Fine Ok)-The Knocks,Lucky Me (feat. Great Good Fine Ok),The Knocks,,
Flip-Barenaked Ladies,Flip,Barenaked Ladies,,
,,,,
142 The Emo Wedding Cocktail Hour (Volume 1),,,,
As Lovers Go-Dashboard Confessional ,As Lovers Go,Dashboard Confessional,,
Hallelujah-Panic! At The Disco ,Hallelujah,Panic! At The Disco,,
Crush'd-Say Anything ,Crush'd,Say Anything,,
There Is-Box Car Racer ,There Is,Box Car Racer,,
The Only Exception-Paramore ,The Only Exception,Paramore,,
The Adventure-Angels and Airwaves ,The Adventure,Angels and Airwaves,,
Sunshine Type-Turnover ,Sunshine Type,Turnover,,
Bouncing Off The Walls-Sugarcult ,Bouncing Off The Walls,Sugarcult,,
Your Life and Mine-Just Surrender ,Your Life and Mine,Just Surrender,,
"Stay Young, Go Dancing-Death Cab For Cutie ","Stay Young, Go Dancing",Death Cab For Cutie,,
Island-The Starting Line ,Island,The Starting Line,,
Honestly-Cartel ,Honestly,Cartel,,
For Me This Is Heaven-Jimmy Eat World ,For Me This Is Heaven,Jimmy Eat World,,
I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You)-Fall Out Boy ,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Fall Out Boy,,
Every Breath You Take-Savage Sons ,Every Breath You Take,Savage Sons,,
Must Have Done Something Right-Relient K ,Must Have Done Something Right,Relient K,,
I'd Do Anything-Simple Plan ,I'd Do Anything,Simple Plan,,
True Romance-Motion City Soundtrack ,True Romance,Motion City Soundtrack,,
1979-Gutter Grinders ,1979,Gutter Grinders,,
Walking On A Dream-Empire Of The Sun ,Walking On A Dream,Empire Of The Sun,,
,,,,
143 The Electro Swing Wedding Cocktail Hour (Volume 1),,,,
Libella Swing- Parov Stelar ,Libella Swing,Parov Stelar,,
Parov's Trip- Tony Wellin ,Parov's Trip,Tony Wellin,,
Da Dop Dee- Glenn Ralf ,Da Dop Dee,Glenn Ralf,,
The Precious Hours- ProleteR ,The Precious Hours,ProleteR,,
Le Bump (feat. Crystal Waters) (Radio Edit)- Yolanda Be Cool ,Le Bump (feat. Crystal Waters) (Radio Edit),Yolanda Be Cool,,
Whats That- Palov ,Whats That,Palov,,
Social Know-How- JFB ,Social Know,How- JFB,,
Busy Line- Lazlo ,Busy Line,Lazlo,,
Dizzy Street- The Swing Bot ,Dizzy Street,The Swing Bot,,
Fel Del Av GÃ¥rden- Movits! ,Fel Del Av GÃ¥rden,Movits!,,
Upside Down (Pisk Remix - Radio Edit)- Wolfgang LÃ¶hr ,Upside Down (Pisk Remix,Radio Edit)- Wolfgang LÃ¶hr,,
Sweet Rascal (Original Mix)- Jamie Berry ,Sweet Rascal (Original Mix),Jamie Berry,,
Antidote (Swing Remix)- Di Johnston ,Antidote (Swing Remix),Di Johnston,,
Electro Swingity- ExoNova ,Electro Swingity,ExoNova,,
PiSk Swing- Robert Edwards ,PiSk Swing,Robert Edwards,,
Love Drug- Balduin ,Love Drug,Balduin,,
Is That Too Much to Ask (feat. Nina Zeitlin)- Biboulakis ,Is That Too Much to Ask (feat. Nina Zeitlin),Biboulakis,,
Your Mother's Son in Law- Honky Crew ,Your Mother's Son in Law,Honky Crew,,
,,,,
144 The Fresh Takes Wedding Cocktail Hour (Volume 2),,,,
Everywhere- Jennifer Cooke ,Everywhere,Jennifer Cooke,,
ILYAF (I love you always forever)- Donna Lewis ,ILYAF (I love you always forever),Donna Lewis,,
Semi-Charmed Life- Panski ,Semi,Charmed Life- Panski,,
Dreams- Vivienne Chi ,Dreams,Vivienne Chi,,
She Will Be Loved- KÃ˜LA ,She Will Be Loved,KÃ˜LA,,
If You Really Love Me (How Will I Know)- David Guetta ,If You Really Love Me (How Will I Know),David Guetta,,
Sweet Child O' Mine- Melonia ,Sweet Child O' Mine,Melonia,,
Somewhere Over the Rainbow _ What a Wonderful World- Robin Schulz ,Somewhere Over the Rainbow _ What a Wonderful World,Robin Schulz,,
You Get What You Give- Sonic Scenario ,You Get What You Give,Sonic Scenario,,
Blinded by the Light- EC Twins ,Blinded by the Light,EC Twins,,
Valerie- Paratone ,Valerie,Paratone,,
Hey Ya (feat. StrÃ¸m)- Koni ,Hey Ya (feat. StrÃ¸m),Koni,,
Down Under- Sonny Wern ,Down Under,Sonny Wern,,
All Night Long (All Night) (2020 Edit)- Benjamin Ingrosso ,All Night Long (All Night) (2020 Edit),Benjamin Ingrosso,,
Young Folks- TFU ,Young Folks,TFU,,
Forever- Gianni Blu ,Forever,Gianni Blu,,
Dancing In The Moonlight- Aexcit ,Dancing In The Moonlight,Aexcit,,
Thousand Miles- LOML ,Thousand Miles,LOML,,
Forever Young- UNDRESSD ,Forever Young,UNDRESSD,,
I Want You Back-Onlychild,I Want You Back,Onlychild,,
Because The Night- The Midnight ,Because The Night,The Midnight,,
,,,,
145 The Hidden Gems Wedding Cocktail Hour (Volume 2),,,,
Feed Me - Till the Wheels Come Off,Feed Me,Till the Wheels Come Off,,
WALK THE MOON - All Night,WALK THE MOON,All Night,,
Jimmy Eat World - All The Way (Stay),Jimmy Eat World,All The Way (Stay),,
Arrested Youth - Brightside,Arrested Youth,Brightside,,
Fionn - Dirty Dancing,Fionn,Dirty Dancing,,
Boston Levi - Run Baby Run,Boston Levi,Run Baby Run,,
Patent Pending - Punk Rock Songs,Patent Pending,Punk Rock Songs,,
Vin Diesel - Feel Like I Do,Vin Diesel,Feel Like I Do,,
Seaway - Big Vibe,Seaway,Big Vibe,,
Smash Into Pieces - Ride with U,Smash Into Pieces,Ride with U,,
Fitz and The Tantrums - I Just Wanna Shine (Johan Lenox Remix),Fitz and The Tantrums,I Just Wanna Shine (Johan Lenox Remix),,
Jukebox The Ghost - Stay the Night,Jukebox The Ghost,Stay the Night,,
VHS Collection - Searching For The Light,VHS Collection,Searching For The Light,,
Delta Rae - Take Me There,Delta Rae,Take Me There,,
Arius - CRAZY FOR FALLING (feat. Isaiah Brown),Arius,CRAZY FOR FALLING (feat. Isaiah Brown),,
Shoobies - Heavenly,Shoobies,Heavenly,,
George Ezra - Shotgun (KVR Remix),George Ezra,Shotgun (KVR Remix),,
Knowhere - The Vibe,Knowhere,The Vibe,,
The Unlikely Candidates - Ringer,The Unlikely Candidates,Ringer,,
,,,,
146 The Lounging Around Wedding Cocktail Hour (Volume 2),,,,
Maps-Scott Bradlee's Postmodern Jukebox ,Maps,Scott Bradlee's Postmodern Jukebox,,
Hold My Hand-Meg Birch ,Hold My Hand,Meg Birch,,
Don't Stop 'Till You Get Enough-Sixth Finger ,Don't Stop 'Till You Get Enough,Sixth Finger,,
Sultans of Swing-Blue System ,Sultans of Swing,Blue System,,
Men in Black-The Nannys ,Men in Black,The Nannys,,
Eye Of The Tiger-Paul Anka ,Eye Of The Tiger,Paul Anka,,
Crazy In Love-The Puppini Sisters ,Crazy In Love,The Puppini Sisters,,
The Final Countdown-Sugarpie And The Candymen ,The Final Countdown,Sugarpie And The Candymen,,
We Are the Champions-Pink Turtle ,We Are the Champions,Pink Turtle,,
Should I Stay or Should I Go-Jools Holland ,Should I Stay or Should I Go,Jools Holland,,
Sweet Dreams (Are Made of This)-48th St. Collective ,Sweet Dreams (Are Made of This),48th St. Collective,,
Rude-Alana Marie ,Rude,Alana Marie,,
Copacabana-Matteo Brancaleoni ,Copacabana,Matteo Brancaleoni,,
Don't You (Forget About Me)-Molly Ringwald ,Don't You (Forget About Me),Molly Ringwald,,
Rolling in the Deep-Urban Love ,Rolling in the Deep,Urban Love,,
Sweet Child o' Mine-Taken By Trees ,Sweet Child o' Mine,Taken By Trees,,
,,,,
147 The Emo Wedding Cocktail Hour (Volume 2),,,,
My Beautiful Rescue-This Providence ,My Beautiful Rescue,This Providence,,
Holding on to You-Twenty One Pilots ,Holding on to You,Twenty One Pilots,,
Hey Thanks-The Wonder Years ,Hey Thanks,The Wonder Years,,
Shiksa (Girlfriend)-Say Anything ,Shiksa (Girlfriend),Say Anything,,
Emperor's New Clothes-Panic! At The Disco ,Emperor's New Clothes,Panic! At The Disco,,
I'm Just a Kid-Simple Plan ,I'm Just a Kid,Simple Plan,,
Kids in Love-Mayday Parade ,Kids in Love,Mayday Parade,,
Dark Blue-Jack's Mannequin ,Dark Blue,Jack's Mannequin,,
Be Still My Heart-The Postal Service ,Be Still My Heart,The Postal Service,,
Still into You-Paramore ,Still into You,Paramore,,
Even When Iâ€™m Not With You-Pierce The Veil ,Even When Iâ€™m Not With You,Pierce The Veil,,
Sweetness-Jimmy Eat World ,Sweetness,Jimmy Eat World,,
The Curse of Curves-Cute Is What We Aim For ,The Curse of Curves,Cute Is What We Aim For,,
Best Bad Habit-Danny Worsnop ,Best Bad Habit,Danny Worsnop,,
Car Radio-Twenty One Pilots ,Car Radio,Twenty One Pilots,,
Our Song-The Spill Canvas ,Our Song,The Spill Canvas,,
I Would Do Anything for You-Foster The People ,I Would Do Anything for You,Foster The People,,
Here (In Your Arms)-Hellogoodbye ,Here (In Your Arms),Hellogoodbye,,
Fall for You-Secondhand Serenade ,Fall for You,Secondhand Serenade,,
All My Heart-Sleeping With Sirens ,All My Heart,Sleeping With Sirens,,
First Date-blink-182 ,First Date,blink-182,,
,,,,
148 The Electro Swing Wedding Cocktail Hour (Volume 2),,,,
Body Dance-Evolving Vibes ,Body Dance,Evolving Vibes,,
Sixes & Sevens-Riff Kitten ,Sixes & Sevens,Riff Kitten,,
Odile (Radio Edit)-Nadeah ,Odile (Radio Edit),Nadeah,,
Sing Sing Sing (Original Mix)-Ania Chow ,Sing Sing Sing (Original Mix),Ania Chow,,
Still Can Kiss... (Radio Edit)-Wolfgang LÃ¶hr ,Still Can Kiss... (Radio Edit),Wolfgang LÃ¶hr,,
Dizzy-Balduin ,Dizzy,Balduin,,
Black Coffee-Pisk ,Black Coffee,Pisk,,
Black Betty-Caravan Palace ,Black Betty,Caravan Palace,,
Swinging Melody-Jose Le Gall ,Swinging Melody,Jose Le Gall,,
Delight-Jamie Berry ,Delight,Jamie Berry,,
Yessir-SpekrFreks ,Yessir,SpekrFreks,,
Flirtatious-Luke & The Belleville Orchestra ,Flirtatious,Luke & The Belleville Orchestra,,
Shout-Moonlight Breakfast ,Shout,Moonlight Breakfast,,
Doctor Foo-Parov Stelar Trio ,Doctor Foo,Parov Stelar Trio,,
Big Brass-Lava Legacy ,Big Brass,Lava Legacy,,
Puttin On The Ritz-Wolfgang LÃ¶hr ,Puttin On The Ritz,Wolfgang LÃ¶hr,,
Hangover-Balduin ,Hangover,Balduin,,
Make Your Move (feat. Cherie Gears)-Jamie Berry ,Make Your Move (feat. Cherie Gears),Jamie Berry,,
Mr. Sandman-Swingrowers ,Mr. Sandman,Swingrowers,,
Good on Me-Little Violet ,Good on Me,Little Violet,,
,,,,
149 The Lo-Fi Wedding Cocktail Hour,,,,
Old Town Road-Beloved Melodies ,Old Town Road,Beloved Melodies,,
Blinding Lights (Guitar Version)-Andy Angel ,Blinding Lights (Guitar Version),Andy Angel,,
When Luv Takes Over-sloh rou ,When Luv Takes Over,sloh rou,,
I'm Yours-Ionized Beats Inc. ,I'm Yours,Ionized Beats Inc.,,
Snow (Hey Ho) (Acoustic Version)-Mount Hayes ,Snow (Hey Ho) (Acoustic Version),Mount Hayes,,
Closer-Lofi Fruits Music ,Closer,Lofi Fruits Music,,
Umbrella-Slowzy ,Umbrella,Slowzy,,
chandelier-niff_ ,chandelier,niff_,,
Just Dance-Chill With Lofi ,Just Dance,Chill With Lofi,,
rude-Reggie Lume ,rude,Reggie Lume,,
Put Your Records On-mutedvibes ,Put Your Records On,mutedvibes,,
Everytime We Touch-Mount Eminest ,Everytime We Touch,Mount Eminest,,
want to want me-lonely call ,want to want me,lonely call,,
wefoundlove-Laflov ,wefoundlove,Laflov,,
wrecking ball-Reggie Lume ,wrecking ball,Reggie Lume,,
Just the Way You Are-Peaceful Melody ,Just the Way You Are,Peaceful Melody,,
Free Fallin' (Lo-Fi)-yoshi the brilliant ,Free Fallin' (Lo,Fi)-yoshi the brilliant,,
I Ain't Worried-Thermousse ,I Ain't Worried,Thermousse,,
Blue-helistofax ,Blue,helistofax,,
